Title,Price (£),Rating (1-5),In Stock,URL,Cat_Academic,Cat_Add a comment,Cat_Adult Fiction,Cat_Art,Cat_Autobiography,Cat_Biography,Cat_Business,Cat_Childrens,Cat_Christian,Cat_Christian Fiction,Cat_Classics,Cat_Contemporary,Cat_Crime,Cat_Cultural,Cat_Default,Cat_Erotica,Cat_Fantasy,Cat_Fiction,Cat_Food and Drink,Cat_Health,Cat_Historical,Cat_Historical Fiction,Cat_History,Cat_Horror,Cat_Humor,Cat_Music,Cat_Mystery,Cat_New Adult,Cat_Nonfiction,Cat_Novels,Cat_Paranormal,Cat_Parenting,Cat_Philosophy,Cat_Poetry,Cat_Politics,Cat_Psychology,Cat_Religion,Cat_Romance,Cat_Science,Cat_Science Fiction,Cat_Self Help,Cat_Sequential Art,Cat_Short Stories,Cat_Spirituality,Cat_Sports and Games,Cat_Suspense,Cat_Thriller,Cat_Travel,Cat_Womens Fiction,Cat_Young Adult
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,-0.7137206974726434,0.7509154888764638,True,http://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siddhartha,-0.05516409877207899,1.4481443550570243,True,http://books.toscrape.com/catalogue/siddhartha_393/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shiver (The Wolves of Mercy Falls #1),-1.3613860624571015,1.4481443550570243,True,http://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remember Me?,-1.7062751301338028,0.05368662269590314,True,http://books.toscrape.com/catalogue/remember-me_391/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Dragon (Hannibal Lecter #1),-0.8429633375704387,0.05368662269590314,True,http://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peak: Secrets from the New Science of Expertise,-1.3577556512183993,-0.6435422434846575,True,http://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My Mother Was Nuts,-0.24321940093684877,0.7509154888764638,True,http://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,-0.7311466714184135,1.4481443550570243,True,http://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maybe Something Beautiful: How Art Transformed a Neighborhood,0.05883081412316758,-1.3407711096652182,True,http://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lola and the Boy Next Door (Anna and the French Kiss #2),-0.8240851991291879,0.7509154888764638,True,http://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Logan Kade (Fallen Crest High #5.5),-1.5871976415043736,-0.6435422434846575,True,http://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last One Home (New Beginnings #1),1.8152237714072528,0.05368662269590314,True,http://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killing Floor (Jack Reacher #1),-0.25338455240521474,0.7509154888764638,True,http://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kill the Boy Band,-1.4129379020466717,1.4481443550570243,True,http://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Isla and the Happily Ever After (Anna and the French Kiss #3),0.9548163078348509,1.4481443550570243,True,http://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
If I Stay (If I Stay #1),0.228734060094427,1.4481443550570243,True,http://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),0.11401306495143966,-0.6435422434846575,True,http://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Deathly Hallows (Harry Potter #7),-0.846593748809141,-1.3407711096652182,True,http://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fruits Basket, Vol. 5 (Fruits Basket #5)",-1.3541252399796975,-1.3407711096652182,True,http://books.toscrape.com/catalogue/fruits-basket-vol-5-fruits-basket-5_376/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Foundation (Foundation (Publication Order) #1),-0.1858589033653551,-1.3407711096652182,True,http://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fool Me Once,-1.3083820583720505,-1.3407711096652182,True,http://books.toscrape.com/catalogue/fool-me-once_374/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Find Her (Detective D.D. Warren #8),-0.9155715623444811,-1.3407711096652182,True,http://books.toscrape.com/catalogue/find-her-detective-dd-warren-8_373/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evicted: Poverty and Profit in the American City,0.5293321106589626,-1.3407711096652182,True,http://books.toscrape.com/catalogue/evicted-poverty-and-profit-in-the-american-city_372/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama,0.2701207482156312,-0.6435422434846575,True,http://books.toscrape.com/catalogue/drama_371/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dracula the Un-Dead,0.04721349815932105,1.4481443550570243,True,http://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Fortress,1.671459486354649,1.4481443550570243,True,http://books.toscrape.com/catalogue/digital-fortress_369/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Death Note, Vol. 5: Whiteout (Death Note #5)",1.265579509867752,-1.3407711096652182,True,http://books.toscrape.com/catalogue/death-note-vol-5-whiteout-death-note-5_368/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",-0.19094147909953807,0.05368662269590314,True,http://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critique of Pure Reason,-1.03319688647843,-1.3407711096652182,True,http://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Booked,-1.2698996992418081,1.4481443550570243,True,http://books.toscrape.com/catalogue/booked_365/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blue Lily, Lily Blue (The Raven Cycle #3)",-0.061698839001742535,1.4481443550570243,True,http://books.toscrape.com/catalogue/blue-lily-lily-blue-the-raven-cycle-3_364/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Approval Junkie: Adventures in Caring Too Much,1.7302721484216237,1.4481443550570243,True,http://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Abundance of Katherines,-1.8137353027993857,1.4481443550570243,True,http://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
America's War for the Greater Middle East: A Military History,1.1791757223866417,-0.6435422434846575,True,http://books.toscrape.com/catalogue/americas-war-for-the-greater-middle-east-a-military-history_361/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alight (The Generations Trilogy #2),1.7142983389713344,0.7509154888764638,True,http://books.toscrape.com/catalogue/alight-the-generations-trilogy-2_360/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Girl's Guide to Moving On (New Beginnings #2),-0.2671801151122826,-1.3407711096652182,True,http://books.toscrape.com/catalogue/a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Game of Thrones (A Song of Ice and Fire #1),0.8306562434712383,-0.6435422434846575,True,http://books.toscrape.com/catalogue/a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Feast for Crows (A Song of Ice and Fire #4),-1.29023000217854,0.7509154888764638,True,http://books.toscrape.com/catalogue/a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Clash of Kings (A Song of Ice and Fire #2),-1.7563748052278922,0.05368662269590314,True,http://books.toscrape.com/catalogue/a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vogue Colors A to Z: A Fashion Coloring Book,1.2612230163813096,0.7509154888764638,True,http://books.toscrape.com/catalogue/vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shining (The Shining #1),0.05883081412316758,0.05368662269590314,True,http://books.toscrape.com/catalogue/the-shining-the-shining-1_354/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pilgrim's Progress,1.1094718266035608,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Perfect Play (Play by Play #1),1.8159498536549936,0.05368662269590314,True,http://books.toscrape.com/catalogue/the-perfect-play-play-by-play-1_352/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Passion of Dolssa,-0.483552624938929,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-passion-of-dolssa_351/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,0.2708468304633715,0.05368662269590314,True,http://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hunger Games (The Hunger Games #1),-0.37246204103464403,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-hunger-games-the-hunger-games-1_349/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hound of the Baskervilles (Sherlock Holmes #5),-1.4637636593885013,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gunning of America: Business and the Making of American Gun Culture,-1.319273292088157,0.7509154888764638,True,http://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,-0.4900873651685928,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Demonists (Demonist #1),1.2437970424355393,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-demonists-demonist-1_345/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",-0.5155002438395078,-0.6435422434846575,True,http://books.toscrape.com/catalogue/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),1.7956195507182617,0.05368662269590314,True,http://books.toscrape.com/catalogue/the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Beast (Black Dagger Brotherhood #14),0.8059694470480637,1.4481443550570243,True,http://books.toscrape.com/catalogue/the-beast-black-dagger-brotherhood-14_342/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Some Women,-1.5429066243922074,1.4481443550570243,True,http://books.toscrape.com/catalogue/some-women_341/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shopaholic Ties the Knot (Shopaholic #3),0.9736944462761018,1.4481443550570243,True,http://books.toscrape.com/catalogue/shopaholic-ties-the-knot-shopaholic-3_340/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Paper and Fire (The Great Library #2),0.05883081412316758,1.4481443550570243,True,http://books.toscrape.com/catalogue/paper-and-fire-the-great-library-2_339/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outlander (Outlander #1),-1.1116137692343955,1.4481443550570243,True,http://books.toscrape.com/catalogue/outlander-outlander-1_338/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",0.05883081412316758,0.05368662269590314,True,http://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No One Here Gets Out Alive,-1.0862008905634808,1.4481443550570243,True,http://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night Shift (Night Shift #1-20),-1.614062684670769,0.7509154888764638,True,http://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Needful Things,0.9097992084749443,0.7509154888764638,True,http://books.toscrape.com/catalogue/needful-things_334/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mockingjay (The Hunger Games #3),-1.0557054361583829,0.7509154888764638,True,http://books.toscrape.com/catalogue/mockingjay-the-hunger-games-3_333/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misery,-0.013777410650874808,-0.6435422434846575,True,http://books.toscrape.com/catalogue/misery_332/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Women (Little Women #1),-0.5017046811324396,0.7509154888764638,True,http://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It,-0.7238858489410092,0.05368662269590314,True,http://books.toscrape.com/catalogue/it_330/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Sorcerer's Stone (Harry Potter #1),-1.5305632261806204,0.05368662269590314,True,http://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),-0.7848767577512048,0.7509154888764638,True,http://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Harry Potter and the Order of the Phoenix (Harry Potter #5),-0.24321940093684877,0.7509154888764638,True,http://books.toscrape.com/catalogue/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Half-Blood Prince (Harry Potter #6),0.999833407194757,1.4481443550570243,True,http://books.toscrape.com/catalogue/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Chamber of Secrets (Harry Potter #2),-1.4695723173704245,-1.3407711096652182,True,http://books.toscrape.com/catalogue/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone with the Wind,-0.1807763276311721,0.05368662269590314,True,http://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
God Is Not Great: How Religion Poisons Everything,-0.521308901821431,-1.3407711096652182,True,http://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girl With a Pearl Earring,-0.5960953733386948,-1.3407711096652182,True,http://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fruits Basket, Vol. 4 (Fruits Basket #4)",1.1225413070628885,0.7509154888764638,True,http://books.toscrape.com/catalogue/fruits-basket-vol-4-fruits-basket-4_321/index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
